Engine_Size,Mileage,Doors,Owner_Count,Price
1.4,216284,3,2,7474
1.1,144900,3,2,6202
1.3,89728,5,1,6505
2.7,10769,2,5,11484
3.4,206616,3,3,4267
1.7,255091,4,4,4398
3.5,238600,2,3,5928
1.0,120850,5,1,6583
2.6,212873,5,2,4742
1.4,196294,2,2,3874
4.5,297338,4,3,7453
1.1,42308,3,5,7553
1.6,186107,3,1,6077
2.2,133652,2,3,6926
3.6,75115,5,3,13897
2.6,122235,2,2,7555
3.8,289487,4,3,7910
3.5,31448,3,3,9471
3.1,225596,2,4,6588
2.5,126221,5,5,10975
2.4,95255,3,4,9894
2.9,299471,4,5,9010
2.5,77298,4,5,6554
4.8,111035,2,4,14079
4.6,145289,5,4,8594
4.8,210016,2,5,6599
1.7,164639,5,1,9407
4.2,58152,4,1,12136
2.4,188235,5,1,7835
1.2,257957,2,5,6140
2.7,245909,4,4,2000
3.7,94331,5,5,15313
2.3,33738,5,1,11725
3.2,257236,5,5,5555
4.4,51568,5,4,7768
1.8,52853,4,2,6442
4.7,162547,3,3,14449
3.8,1669,5,4,14166
3.0,262444,3,5,6451
1.3,149130,3,4,3017
1.4,135385,4,5,6792
3.8,275723,4,2,10285
2.7,290079,4,2,8098
1.3,211781,4,2,7664
4.6,228920,3,1,9221
2.0,149547,3,3,5309
2.7,11995,3,3,12560
1.1,15401,4,5,9991
1.9,48209,4,2,10135
1.0,248712,4,2,4225
3.0,28122,5,4,7737
1.4,68251,4,2,6434
3.3,20770,4,4,15284
2.2,233223,3,4,5835
3.0,151336,5,2,11973
4.9,247813,3,2,8543
4.1,208645,3,1,10327
4.5,17255,5,2,15854
4.5,92101,5,4,7057
4.3,261682,4,2,10966
2.4,20402,3,3,10391
1.1,5010,3,3,8099
2.0,161604,4,5,6367
3.1,253949,3,5,8921
3.6,228614,4,2,5527
1.1,261519,4,1,6369
1.7,50086,2,1,9798
4.0,81343,3,2,10273
3.6,207815,4,2,5543
1.9,128781,3,3,6724
3.9,115187,5,1,10096
3.4,86477,3,1,10270
3.2,202171,4,4,3856
2.3,258356,4,2,8632
2.4,97313,3,1,6353
4.5,45288,2,1,12494
1.9,61578,4,4,11668
1.4,184971,4,3,7500
1.2,205648,5,5,2387
2.3,3918,3,2,6921
1.5,248323,5,5,4233
4.4,200652,4,2,10186
3.4,232648,3,2,10747
1.8,262030,3,5,5259
1.0,254204,3,4,2415
2.9,203018,4,5,8739
2.8,193602,4,3,8427
4.2,120246,3,4,8195
4.9,78173,3,3,12036
3.6,131763,4,3,9264
2.0,287834,3,5,4243
3.8,48409,4,1,12331
3.5,204765,2,2,7704
2.3,124582,5,3,11908
3.0,192940,3,5,8341
4.6,45408,4,3,14491
3.1,87425,5,2,12551
4.1,31949,5,1,17661
1.3,16154,3,5,9276
3.4,275152,2,2,5596
1.4,129843,4,5,11703
2.8,147851,4,2,11342
3.8,92810,3,5,9143
1.5,68067,5,5,10838
2.7,53507,2,5,9629
4.5,16652,5,1,13766
2.6,188993,5,3,4420
2.3,4398,5,5,16712
4.3,132464,3,2,9750
2.5,145875,2,3,11382
3.5,192966,5,3,10040
2.5,180369,4,5,9692
1.2,131811,5,2,5763
5.0,2683,3,4,14546
3.7,264521,5,5,7009
3.0,210129,5,4,10597
1.5,257638,3,2,5547
1.2,211790,4,3,2000
3.9,159229,3,2,9515
1.2,226960,3,4,3660
2.9,286072,4,4,2000
1.0,103206,5,2,3035
2.0,242282,2,3,2254
3.3,242693,5,3,6346
2.3,113764,5,2,7424
2.1,253096,2,5,7438
1.4,95534,4,2,8689
2.9,55509,3,2,7989
3.0,147140,4,2,8457
1.3,93988,4,4,7120
4.4,271772,2,4,8864
2.4,235714,2,4,7285
4.9,124760,5,2,12004
3.0,221519,5,4,4469
3.3,122701,4,5,7645
4.0,135623,2,4,12687
3.7,244645,4,4,9907
1.8,279537,5,5,2000
1.0,225450,2,5,3891
2.7,35544,4,4,9389
4.2,17264,5,3,11954
3.2,27779,5,5,11244
5.0,41303,2,1,15673
3.9,233808,5,4,12223
3.9,296359,5,1,5572
1.2,7576,2,4,7148
2.2,157490,3,1,7250
4.2,172370,4,3,6952
4.7,170236,2,4,11995
1.6,44985,4,5,8700
4.7,60361,2,3,8492
2.2,174062,2,5,3818
3.5,42531,3,4,9349
1.6,46525,5,1,12269
2.4,160395,2,3,8092
3.9,54484,3,1,8710
3.4,152401,3,2,9851
2.6,273840,4,1,9123
2.7,181615,5,1,9467
1.1,70756,4,5,9184
2.0,279322,3,5,5913
1.1,88523,2,5,9029
2.8,129441,3,4,10811
4.1,205001,4,1,7999
3.8,123345,4,5,10233
1.8,284378,4,2,3212
3.2,85000,3,1,10400
1.8,161998,5,1,7660
3.7,230850,3,3,6683
3.8,68244,5,5,14635
3.4,100297,5,5,7994
2.1,200967,3,4,6380
4.6,290821,2,4,2883
3.2,201279,5,5,6974
2.3,186140,3,5,6977
1.3,110716,5,1,10285
1.4,91339,2,2,5773
3.3,233451,3,4,10830
4.8,150832,2,2,8283
1.3,52894,4,2,7242
2.7,179934,3,1,10701
2.3,262977,2,1,2940
3.0,55945,5,2,15081
4.5,167035,4,5,10459
1.9,202766,4,4,10444
4.1,176973,2,1,8660
2.1,247108,2,1,9257
5.0,185806,5,3,10583
2.4,42569,5,5,11948
1.6,242697,3,3,7746
1.7,124805,3,3,11003
1.4,31301,2,1,9973
4.8,277838,2,3,9643
1.7,210126,3,5,9697
4.3,155522,4,5,9189
4.5,95736,5,1,9985
4.0,201169,2,2,6176
4.4,202720,5,3,11845
1.3,32421,4,1,11351
3.7,74560,5,3,8708
1.2,153614,5,3,11727
1.7,249622,2,1,5607
1.3,279749,4,2,4505
2.1,276357,3,4,5672
3.1,39292,4,2,8214
3.8,149913,2,3,7901
3.4,74188,3,1,11316
1.2,11817,4,1,5963
4.7,231318,2,5,10473
2.8,91312,4,2,8973
1.4,62819,4,2,6643
1.4,70485,4,2,11190
2.7,257462,5,2,6450
2.5,95716,2,5,11185
4.0,113849,3,5,10023
2.8,107891,3,3,4742
3.4,3252,2,3,8034
3.6,29478,2,1,9910
4.3,10842,2,2,14183
4.2,247601,4,5,6047
1.4,248906,2,3,6721
4.7,105943,3,5,7281
2.8,173298,5,5,10034
2.5,298642,4,2,3827
3.4,61327,4,3,9073
1.8,163677,3,5,7726
1.6,131223,4,1,9975
2.9,106349,2,2,11173
3.2,107059,3,1,9458
2.4,5844,2,4,10283
4.8,145771,3,2,9484
3.6,217426,4,5,7251
2.9,139422,4,1,7811
2.0,200202,4,5,7995
2.5,209436,2,1,9711
1.3,289461,4,4,5210
3.2,298890,3,5,2822
2.3,151459,2,1,6370
4.1,96287,5,4,12474
2.1,52526,5,2,13749
2.9,173496,2,2,5330
2.4,111282,3,2,9374
1.7,230187,3,5,3796
2.0,62847,5,1,13743
1.7,124324,3,5,8913
4.3,169988,2,3,10000
1.4,103573,3,5,6128
3.4,206819,5,4,9063
1.5,208943,4,4,2000
1.9,30074,5,2,11398
2.5,3381,5,3,13132
2.0,220044,2,3,4099
2.9,223777,4,3,6724
1.2,127033,2,1,5559
2.9,31540,2,4,12869
4.9,74795,4,3,16304
4.2,272876,4,5,5742
1.5,270383,5,2,9992
2.6,44794,2,5,11704
3.9,157946,5,5,10941
4.7,154159,3,2,8016
3.1,194340,3,1,5113
1.5,29852,4,5,7402
2.6,161537,2,4,7369
1.4,243771,5,3,7124
2.7,69430,3,5,13111
3.6,64005,2,4,7619
4.0,95719,2,1,13485
4.0,247267,4,5,10254
2.8,14764,5,4,10704
2.8,261003,4,1,2000
2.1,150597,3,4,7588
2.5,62423,4,3,10351
1.1,29405,3,5,9911
4.0,13533,5,4,14329
1.9,203974,2,5,6020
4.4,275626,2,1,13087
3.6,279916,3,3,8401
4.0,85467,2,4,11790
1.4,123101,2,5,8237
2.2,225321,5,1,10193
1.8,221393,3,1,11272
1.1,105901,4,2,6781
1.3,144910,5,2,4701
4.7,57129,3,1,9257
2.4,63346,5,2,8833
2.4,45740,5,2,7085
1.8,32063,3,4,8858
1.7,200007,4,5,4299
4.4,122108,5,3,9357
4.2,234654,3,5,4506
2.8,99088,2,1,12218
2.3,222441,2,3,2951
4.2,45451,2,4,13390
3.8,246841,2,2,7763
4.0,296917,4,5,5761
3.3,143776,2,2,7324
4.5,112950,3,5,11141
4.7,35398,5,5,13392
3.3,24321,4,4,8213
2.0,107525,5,5,9049
1.6,24051,5,1,11718
2.7,270043,4,3,4999
2.6,154031,4,1,9619
4.0,28099,4,4,13138
1.9,217166,4,5,3156
2.5,216994,3,3,8560
2.7,246486,3,4,3970
1.5,152898,4,2,6442
3.1,51711,4,5,14065
4.8,8891,5,3,12322
3.7,224217,2,1,7015
1.4,9400,3,5,11312
2.6,52378,3,1,12152
3.0,165456,5,4,10390
2.9,239768,3,4,10104
3.9,137257,4,4,9654
1.5,235169,2,1,6896
4.8,4324,5,2,13213
2.3,35718,2,1,6285
4.1,273351,2,2,5432
3.0,169333,2,3,8813
1.4,127902,3,2,5441
2.2,13951,5,1,14620
2.5,62813,4,4,13343
1.2,122361,3,4,5152
1.0,274984,4,4,2300
3.3,293774,3,2,5024
3.2,131027,5,1,9879
2.8,140109,3,4,10897
2.5,265803,4,3,3683
2.2,148075,5,2,10338
3.9,215744,5,3,9085
3.8,293122,3,4,6437
3.4,3533,3,2,8329
4.2,48634,4,4,10027
1.2,123996,3,1,6520
2.4,60114,3,1,8597
1.7,79718,3,4,10505
2.2,217000,3,4,9360
2.7,156170,2,2,10576
1.5,241016,2,5,7879
1.3,296027,2,5,4879
2.9,19288,3,2,14314
2.7,50686,4,3,10286
4.1,133687,5,3,11126
4.9,47611,5,4,9247
2.1,217276,5,3,7354
2.8,232046,3,2,7559
1.6,207317,5,5,8153
4.5,264110,4,1,7717
4.8,259436,5,2,9811
4.6,289840,4,4,6603
1.4,72678,3,2,9246
3.7,122465,2,5,8650
2.0,175090,2,3,10398
4.9,155541,2,1,11289
4.0,145370,5,4,8492
1.1,220988,2,3,4280
2.8,140316,4,5,8993
3.6,249866,3,5,7402
3.0,40193,3,1,11096
1.5,265157,3,2,3096
4.2,91363,4,4,14872
2.6,255077,5,5,9498
3.3,291237,5,2,9875
2.5,78706,2,3,6825
3.5,67470,2,1,9250
1.0,8196,4,5,11136
1.9,32813,3,1,10643
3.4,128068,2,2,5938
4.4,9320,3,1,14913
2.5,34193,3,1,11016
1.4,139088,2,5,12218
4.9,110844,3,1,7083
3.8,210696,5,5,8186
2.9,13906,5,1,9721
4.5,228423,3,2,9031
1.0,260882,3,3,2282
2.5,47183,2,5,13956
3.6,209772,3,2,9404
4.7,60828,3,1,10783
1.8,40030,5,1,12699
3.7,149055,2,3,7818
2.5,110792,3,4,10084
4.8,241980,4,1,6760
3.3,130376,2,2,12492
2.8,109738,3,5,11605
1.2,23847,2,5,8823
4.1,292571,5,3,9748
5.0,253812,4,4,12323
4.5,266174,3,4,6876
3.8,69756,3,4,12304
1.9,83696,5,4,6126
2.5,298476,4,4,7430
2.6,21179,4,4,13976
3.7,209680,3,5,5406
4.6,103548,5,4,8229
2.1,108750,4,4,11725
4.1,24882,2,5,13602
2.7,138030,4,4,4639
2.9,246123,2,1,8777
1.7,226767,4,1,5164
4.5,207887,5,3,10142
2.5,241571,2,5,5868
2.6,87872,5,5,8342
1.6,169966,5,5,4800
2.0,158419,3,5,2931
2.9,269554,3,2,3108
4.3,67882,2,3,12842
4.0,30004,3,1,11699
1.2,191537,5,3,4469
1.1,11510,2,1,8669
1.9,78774,4,3,8124
1.6,170677,2,3,6486
1.9,247738,4,1,8745
1.4,14575,3,2,10308
3.1,187954,5,4,5540
3.2,270876,2,1,8082
5.0,183606,4,1,11727
3.1,146775,2,4,5864
3.8,271544,3,3,5369
2.0,224940,5,1,8001
1.6,174255,2,1,10514
4.8,213016,5,1,14739
2.0,279542,2,5,9109
1.9,289391,3,5,8212
2.1,98341,2,3,6333
2.1,295917,4,1,6781
3.2,239837,4,5,11903
1.5,167768,5,2,3144
3.5,185444,2,5,11991
4.3,71564,2,4,12068
1.4,55857,3,4,9082
2.9,235296,4,2,3194
4.4,144737,4,2,9505
4.9,270529,3,2,8689
3.2,274305,3,4,8713
1.8,261022,3,1,10479
1.6,16937,3,3,13261
2.9,86497,2,5,8570
2.8,186725,3,2,12065
3.6,174326,5,3,6313
3.4,187570,2,5,4948
1.8,238729,4,1,8225
2.5,222808,4,1,6343
4.2,187494,3,4,10550
4.1,295251,4,3,8094
4.1,68393,4,4,13132
1.6,263320,3,5,7733
4.7,192319,2,2,10053
2.1,94648,5,2,7407
3.7,3133,5,2,12637
3.9,83042,4,2,8839
2.6,130508,2,4,10689
2.0,289423,2,2,2000
2.3,276693,2,3,3466
2.9,3243,2,2,11135
2.8,92699,4,1,13046
2.8,246588,3,2,7968
3.0,43974,4,5,11720
4.5,165484,2,5,11290
1.2,245094,2,5,2498
2.2,88831,3,1,8723
2.8,262760,5,2,8344
2.6,123342,5,2,7033
3.1,261959,4,2,4360
4.1,273313,4,3,9633
2.8,233511,3,4,7329
2.8,80740,4,4,6485
4.7,80337,2,4,9693
3.1,90362,2,3,10692
3.4,282395,3,2,7952
1.1,195258,4,2,6094
2.2,172373,3,5,7552
2.6,246185,3,5,6576
3.7,78952,2,4,8120
4.5,172313,5,2,12753
2.7,34649,4,2,12507
4.8,139871,2,4,7302
2.9,272066,4,3,7858
4.6,53192,3,4,11836
3.5,223180,5,4,5836
2.4,156430,2,2,10171
1.2,55653,5,3,7486
2.0,23686,2,4,8626
1.4,122799,2,1,3644
3.8,40095,4,4,9498
4.0,129931,4,5,11001
2.1,155049,5,3,6699
2.7,134924,5,5,11901
1.3,48622,3,1,11327
1.1,132424,5,3,9251
4.6,97345,4,4,8553
2.9,125586,3,2,12188
4.7,45664,2,5,10386
3.5,259125,2,3,11217
4.7,121836,4,4,8463
5.0,130885,5,5,6782
4.3,199460,2,3,12210
4.7,194077,2,2,8818
1.1,100576,3,4,10788
4.6,60030,4,4,7799
2.2,1204,4,1,10575
1.6,117550,2,2,11249
2.6,108983,4,4,7020
3.7,127711,4,5,7745
2.2,212191,4,3,5356
2.2,224898,2,3,3602
1.9,123083,4,4,9238
3.0,177872,5,3,13642
1.9,295322,5,3,6693
2.1,210734,5,2,5585
2.5,194179,3,3,7916
4.9,23752,4,2,13924
3.2,239683,5,3,9906
2.3,3593,4,4,11528
1.4,41749,3,1,6765
2.2,215636,4,5,3587
2.3,276638,3,4,6467
3.5,83835,2,5,7923
1.6,129239,5,2,3415
1.8,108808,5,3,9923
1.8,260652,4,1,4186
1.1,297999,4,5,6640
3.2,260053,2,2,6398
2.4,219203,4,4,9315
4.5,147300,2,4,7954
1.9,8147,3,1,9937
1.5,199749,5,2,4705
2.7,53830,5,5,10623
4.0,231470,4,2,9570
2.9,135920,3,2,9281
4.4,57645,3,3,8347
4.6,113334,4,3,12133
2.7,297911,3,2,2000
1.9,4408,5,4,9211
3.4,61514,2,2,14169
2.9,265957,4,3,9180
4.9,187571,4,1,7948
3.9,99441,4,1,12911
2.5,241741,2,2,5065
4.0,288161,4,1,4736
2.7,121855,3,4,5362
1.8,223845,2,3,5923
4.9,256501,3,4,5369
3.0,267839,4,3,3543
2.7,170924,4,1,8381
1.3,106652,5,2,6166
1.1,192750,4,1,2945
4.7,176460,4,4,12070
4.0,57669,3,2,10946
1.1,292057,5,3,3758
3.2,59388,3,2,10012
4.5,267485,3,1,9850
3.5,127954,4,1,12040
1.2,146587,2,1,4468
4.1,9200,3,2,14716
2.1,245787,2,5,5384
4.7,186809,5,1,9163
3.6,35821,4,3,8283
1.5,121751,5,2,9064
2.0,88275,2,4,8234
2.8,227755,5,3,6244
4.4,175408,3,4,10791
4.6,157634,2,4,12847
4.9,250207,4,5,13195
3.6,263199,4,4,4236
2.6,59651,5,4,10706
4.1,101857,4,3,8662
2.2,7796,5,1,9144
3.5,142779,2,1,9644
3.5,160589,2,5,11088
4.0,34829,3,5,11303
1.4,238290,3,3,8734
3.3,253002,3,3,8439
4.2,79579,5,3,12108
1.7,217119,3,4,5257
1.9,36708,2,2,12665
5.0,260128,2,3,5397
2.2,48268,4,1,8334
2.2,205621,5,1,10987
4.9,277530,4,1,3449
3.4,292522,3,1,8649
2.7,214838,4,5,10403
5.0,163749,3,3,10725
1.2,2113,3,1,5857
3.9,230860,2,5,6682
2.8,133732,3,3,9325
2.8,240044,3,2,3599
1.6,135693,5,3,8986
3.4,257837,5,5,6443
4.9,115393,5,5,12092
2.2,148932,2,1,10921
4.0,67746,2,2,6745
1.6,70988,2,4,12880
4.3,48721,2,5,14325
1.8,239182,4,5,2316
2.9,269013,4,1,7719
2.0,64819,4,2,4803
2.7,272614,4,5,6747
1.3,290532,4,3,2000
2.8,223865,5,5,8222
3.9,246848,3,4,8163
3.1,108467,5,1,7430
2.1,103278,3,3,6034
3.3,125268,2,1,10394
2.1,183149,3,2,6737
4.7,202322,5,5,9253
3.7,58102,3,3,11737
1.5,41173,2,2,13376
1.8,278342,5,1,6933
2.1,200018,2,3,5899
3.3,196915,3,5,5461
4.4,552,4,1,13588
2.9,89645,2,4,9107
4.3,5954,2,3,10480
1.6,41061,5,1,9678
2.0,153706,5,1,10325
2.3,293688,5,5,2000
4.0,291373,4,5,7572
1.0,285502,4,4,2089
4.0,210630,3,3,5887
4.3,147407,3,2,11551
4.6,58162,3,5,10236
1.9,51334,3,2,6473
1.7,59577,3,1,10508
3.1,279309,4,1,3913
3.6,100942,4,1,8381
4.5,24369,5,1,10212
2.0,116081,3,2,6478
4.5,56348,5,5,9573
3.9,264755,4,5,6004
3.5,254869,2,2,11602
4.9,60570,5,4,8688
2.3,3009,3,4,12439
1.8,48144,4,5,6737
2.5,50314,4,4,8193
2.2,5020,4,5,8299
4.4,81512,3,3,8969
4.7,254167,4,4,7616
3.5,232400,4,1,8952
2.0,128626,5,1,11927
4.9,133554,4,3,9328
2.8,225481,2,3,6890
5.0,211047,4,2,12979
2.0,49359,4,4,8912
2.1,26663,2,1,6666
4.9,183575,4,2,12728
2.2,297485,4,3,2150
4.4,265879,3,5,3782
1.9,5233,2,5,12995
4.0,265479,4,5,7490
2.8,138032,3,4,7639
2.0,160084,2,4,10798
3.1,34423,3,3,11411
2.7,116677,2,2,6466
1.1,113145,3,5,7137
1.7,264575,4,1,3108
3.6,240657,2,2,5286
2.4,154960,3,1,6700
2.4,140689,4,5,11286
4.0,228725,4,2,6025
2.0,183441,4,3,9931
2.3,117694,3,3,7446
1.9,138278,5,2,4134
4.5,203634,3,2,8427
1.7,255059,5,2,2798
1.9,253678,5,2,5126
4.3,189655,5,2,13406
4.0,224676,2,4,12106
3.3,151881,2,2,9762
2.0,210592,5,4,5288
1.6,244812,3,4,2903
2.9,270773,5,5,8384
3.8,196371,4,4,8772
3.4,90326,4,3,9393
2.0,47929,2,1,7341
1.7,260904,5,3,3581
2.3,254220,3,2,8115
2.5,47829,2,3,9843
1.5,4339,5,4,8213
3.4,68508,2,2,14229
2.8,282433,2,4,6551
1.1,156396,3,2,9472
1.5,173761,3,5,6424
1.8,7887,2,2,12742
1.5,86892,2,5,7862
1.8,37685,2,1,10246
4.2,188952,5,3,6420
3.1,256058,3,3,8078
4.5,246080,5,1,6078
1.7,103088,4,4,7538
1.3,102092,3,4,9958
3.9,85459,5,2,6590
4.0,85954,5,1,15880
4.5,89422,2,1,9811
1.6,67080,3,2,6458
3.4,275042,5,4,5599
4.9,220473,2,1,6790
1.8,13353,5,4,9132
4.9,40316,2,5,11293
4.9,213995,5,5,9220
2.1,249454,2,4,3810
1.3,179848,3,3,8903
4.9,42389,4,2,14852
2.9,63886,3,1,8122
2.1,100047,2,4,8099
3.7,24132,3,1,10017
4.3,187276,2,5,12354
4.9,100441,2,4,12991
1.9,163910,5,5,8221
4.1,37195,4,5,15256
2.7,143682,5,2,10626
3.3,292576,3,2,8048
2.2,34617,4,5,13107
2.6,17983,3,3,14240
4.8,165434,4,5,13791
4.8,72579,4,2,10848
3.6,154486,3,3,11710
1.8,213510,2,1,7229
3.5,191624,4,5,7067
3.1,233710,4,4,10125
3.5,213763,4,3,4524
3.2,106364,3,4,8772
1.8,84202,3,1,9015
1.3,75977,3,5,7480
4.1,230235,5,3,13995
2.9,203225,3,2,9435
1.9,207014,3,5,2459
2.2,280936,4,2,7581
2.9,28402,4,3,12731
1.6,238558,5,3,5128
1.9,203009,3,3,6039
1.0,217816,4,5,7843
1.3,56405,5,3,8671
2.4,157208,4,2,3355
3.2,159856,4,3,4402
4.6,59450,2,5,13811
1.3,34820,3,4,12103
1.0,211578,3,2,7668
4.5,150515,2,2,9489
1.9,112805,2,3,5543
2.9,250475,3,1,4190
2.5,148855,5,2,8322
2.4,18036,4,2,8839
3.5,132329,2,2,11953
3.0,228362,5,2,7932
2.4,131822,2,1,10563
2.6,62285,2,5,13854
2.0,202191,5,1,7956
3.7,94816,5,2,11403
3.7,143171,4,2,12136
4.4,5568,2,3,12488
4.8,1064,2,1,14678
1.7,83367,3,4,10032
4.3,130852,4,4,9282
2.5,262723,4,5,10545
4.7,239901,2,2,6701
2.8,19835,5,1,8903
1.3,282191,2,4,5756
2.0,61418,2,1,9271
1.4,40965,3,1,6780
2.8,282319,2,2,4053
4.8,93677,3,3,14326
1.9,182852,2,4,9242
4.0,66018,4,5,14879
4.6,264204,3,2,8315
2.9,267798,5,4,4944
4.4,200804,3,2,9683
4.5,261006,3,5,3979
2.1,1906,4,5,12761
2.2,151812,4,3,3263
3.5,133153,4,4,8236
2.5,55812,3,5,11983
3.0,175153,5,5,4196
2.1,256425,3,5,2000
3.4,151481,4,3,10470
3.8,164325,3,4,8813
3.1,184871,5,1,4702
1.7,46963,5,2,8460
4.8,144096,4,4,12918
4.8,189164,4,2,6616
4.8,233196,2,1,9236
4.5,19165,2,5,16316
1.7,231532,5,4,6269
4.4,152466,2,1,9950
2.2,180863,5,3,5582
4.0,151734,2,3,10465
1.7,64106,3,2,7817
2.4,229655,3,1,7206
3.2,204013,4,5,7719
1.0,208583,4,1,5128
4.7,61535,3,4,10169
3.2,176930,5,2,8061
2.6,49817,5,2,11403
1.4,212576,2,3,6348
2.6,272185,3,4,3656
3.2,214674,4,2,3306
2.5,252115,2,3,6657
1.5,285575,4,2,5588
4.7,87544,3,1,7649
1.1,35570,3,4,7188
2.5,109008,3,4,9719
1.2,163168,2,2,4836
3.5,87181,5,5,12056
4.8,240527,5,1,7089
1.4,192393,4,2,9052
1.7,206335,3,3,4673
2.2,183658,5,5,8026
4.9,132063,2,1,9058
1.0,223635,3,5,6327
3.6,260280,3,5,8194
5.0,132068,5,1,8658
1.5,181250,4,2,4075
2.2,205295,4,1,10794
3.0,144199,2,4,6716
3.5,284000,4,3,5320
2.3,180395,3,4,3392
3.5,97355,3,3,6552
4.9,92827,2,5,9543
2.3,235443,5,2,6391
2.0,68000,5,4,9840
1.6,89796,4,3,5704
4.7,186954,5,2,11060
4.5,210371,5,1,4692
2.5,49187,2,3,8216
2.5,44142,4,2,12317
1.6,255550,5,4,6089
2.3,150136,2,1,5797
3.0,126817,2,4,9363
4.1,268157,3,5,11436
5.0,56508,3,3,15469
4.4,83927,2,3,10921
4.3,218104,3,1,11037
3.6,271745,4,5,8065
1.5,215696,5,4,4286
1.3,201528,5,2,8369
4.8,181278,2,4,13074
2.0,222492,4,3,5850
4.0,126911,5,3,8261
4.9,195620,3,2,8587
2.7,177686,3,2,3546
4.0,229386,3,2,7912
1.8,60422,2,1,11591
3.3,281236,2,2,6575
1.6,202711,3,1,7645
2.1,280632,3,1,6287
3.9,182192,4,4,7256
3.3,27157,5,3,12256
5.0,199363,5,1,5112
4.9,6863,2,1,15462
3.4,89526,5,3,11409
3.5,96903,5,2,13861
4.0,35704,5,3,10185
3.5,161187,3,4,9576
3.5,76449,4,2,10771
3.9,19843,3,4,7903
1.2,103614,2,4,4227
3.4,256607,2,2,4867
1.4,204333,5,1,6813
3.2,283521,3,1,7329
2.7,201672,3,4,11666
1.5,222668,4,3,9746
2.6,43761,5,5,6124
4.7,59718,2,2,9405
1.1,14039,2,2,9219
1.6,141716,4,5,7765
2.4,104599,2,5,11008
1.9,282278,3,5,6454
2.5,210985,3,5,4680
2.1,79025,5,5,7719
3.0,52689,2,1,16146
4.0,184080,3,4,10818
2.8,185683,5,2,5286
4.6,237720,4,4,12845
4.0,6098,4,5,15378
4.3,272769,4,1,7944
2.9,13144,2,4,10837
4.2,18248,2,5,14835
2.8,238724,3,2,5225
2.6,286590,3,4,2000
4.2,291049,4,2,7779
2.3,163052,3,4,6438
4.7,8898,3,5,16022
3.9,228725,2,5,6125
2.1,8126,4,3,10837
4.2,221870,2,4,6562
4.0,133334,5,1,14233
4.4,276855,5,2,7262
4.6,162129,2,2,8357
4.4,62734,5,1,14845
2.4,2880,3,4,10342
2.9,10380,5,2,11592
4.4,173173,4,1,9436
1.1,13601,3,1,9927
4.4,57938,3,3,13441
3.8,122142,5,2,11257
4.7,51514,2,2,11069
3.0,116209,5,2,10175
2.9,125825,3,5,10483
3.1,235029,5,2,3399
2.1,61878,5,4,12362
2.7,62039,3,2,10259
3.3,15599,5,3,14288
4.9,73887,2,4,16722
2.5,232088,3,3,3758
1.7,166412,3,1,9571
1.7,70260,5,4,11294
3.0,110232,2,3,6695
3.6,228179,5,3,9436
3.2,220296,2,5,11394
3.5,15300,4,5,11694
4.1,234176,2,2,8316
4.9,247098,5,5,7658
1.7,55038,4,2,12699
1.2,178698,5,3,8226
4.0,239428,5,1,4911
1.1,75829,2,3,7083
1.4,72172,3,4,8956
4.7,286738,2,3,9665
4.7,45559,3,1,12288
2.7,155536,5,3,5489
3.3,141231,3,1,10675
3.3,184018,4,3,11119
2.2,229476,5,3,7910
1.4,151995,3,1,6760
1.9,191680,2,4,6466
4.9,464,3,3,12490
1.1,159339,2,4,5613
4.6,13395,5,5,12932
2.0,27151,4,2,12456
1.5,72633,2,4,10447
4.0,137486,2,5,12650
3.1,115517,2,1,7889
2.1,79897,5,3,8602
3.7,51665,2,3,11866
1.4,3410,4,1,12531
1.3,113673,2,2,7126
3.6,299818,2,1,6303
3.3,166957,5,3,5560
4.8,104524,2,3,13109
4.2,233376,5,1,11032
1.9,248734,2,2,6725
2.8,218885,5,1,3122
2.7,241335,5,3,4473
3.9,61794,3,5,10664
1.4,132394,5,3,10252
4.7,77660,2,2,12446
2.7,72565,3,4,10848
3.0,145166,2,1,8796
1.8,268663,3,5,6126
4.8,235390,5,2,9892
1.9,206148,5,2,6577
4.6,133555,2,1,12628
2.8,231194,2,1,5876
3.2,129599,2,4,11108
3.8,33833,3,3,14123
1.3,59817,3,5,5103
4.6,26070,2,4,17078
1.1,48286,4,3,10734
3.0,77120,2,3,10857
4.7,141532,5,1,12269
3.3,280773,5,5,3384
4.6,153793,4,3,12524
4.9,40527,3,1,9189
2.9,37227,3,2,12855
4.2,200754,4,3,7784
2.4,30068,3,1,15398
2.4,176865,5,5,4162
2.8,79829,3,4,7903
3.8,279744,2,1,7205
3.6,114121,2,1,10817
4.2,156634,2,2,9967
2.1,184933,5,1,7001
3.6,52920,2,4,9941
2.9,257314,4,2,3853
1.7,32575,5,2,10248
4.2,129413,4,5,8811
3.5,31788,3,1,9664
3.2,19907,4,4,7801
5.0,94803,2,1,8203
2.1,217899,5,3,4442
1.4,280732,4,3,5885
2.3,247828,2,1,2443
2.1,266946,4,3,8261
1.4,169170,4,4,7816
2.8,93899,4,4,6322
4.1,196806,3,5,7563
3.2,83330,5,5,8033
3.9,16170,4,4,13976
3.8,245725,4,2,13085
4.2,288473,4,3,8330
1.5,180724,3,5,4385
4.2,186877,3,2,8462
1.2,117856,3,1,4142
3.1,112998,5,1,7940
3.8,183634,4,3,6327
